,high,date
0,11.498133659362793,2000-01-04
1,11.498133659362793,2000-01-05
2,11.711058616638184,2000-01-06
3,12.477606773376465,2000-01-07
4,12.647947311401367,2000-01-10
5,12.775702476501465,2000-01-11
6,12.179506301879883,2000-01-12
7,12.179506301879883,2000-01-13
8,12.392431259155273,2000-01-14
9,12.264676094055176,2000-01-17
10,12.222090721130371,2000-01-18
11,12.222090721130371,2000-01-19
12,12.051745414733887,2000-01-20
13,11.838820457458496,2000-01-21
14,12.094329833984375,2000-01-24
15,12.094329833984375,2000-01-25
16,12.009160041809082,2000-01-26
17,12.562776565551758,2000-01-27
18,12.477606773376465,2000-01-28
19,13.073802947998047,2000-01-31
20,12.988633155822754,2000-02-01
21,12.690531730651855,2000-02-02
22,12.690531730651855,2000-02-03
23,12.690531730651855,2000-02-04
24,12.690531730651855,2000-02-07
25,12.690531730651855,2000-02-08
26,12.818286895751953,2000-02-09
27,13.329318046569824,2000-02-10
28,13.457073211669922,2000-02-11
29,13.244148254394531,2000-02-14
30,13.158978462219238,2000-02-15
31,13.414487838745117,2000-02-16
32,14.053275108337402,2000-02-17
33,14.479130744934082,2000-02-18
34,14.053275108337402,2000-02-21
35,13.670003890991211,2000-02-22
36,12.903463363647461,2000-02-23
37,12.73311710357666,2000-02-24
38,12.73311710357666,2000-02-25
39,12.392431259155273,2000-02-28
40,12.690531730651855,2000-02-29
41,12.647947311401367,2000-03-01
42,12.73311710357666,2000-03-02
43,12.562776565551758,2000-03-03
44,12.222090721130371,2000-03-06
45,11.711058616638184,2000-03-07
46,11.498133659362793,2000-03-08
47,11.583304405212402,2000-03-09
48,11.583304405212402,2000-03-10
49,11.07227897644043,2000-03-13
50,11.200034141540527,2000-03-14
51,10.987103462219238,2000-03-15
52,10.987103462219238,2000-03-16
53,11.753649711608887,2000-03-17
54,12.562776565551758,2000-03-20
55,13.414487838745117,2000-03-21
56,14.1810302734375,2000-03-22
57,14.1810302734375,2000-03-23
58,13.840350151062012,2000-03-24
59,13.797759056091309,2000-03-27
60,13.96810531616211,2000-03-28
61,13.627419471740723,2000-03-29
62,13.28673267364502,2000-03-30
63,12.903463363647461,2000-03-31
64,12.435015678405762,2000-04-03
65,12.435015678405762,2000-04-04
66,12.988633155822754,2000-04-05
67,12.94604778289795,2000-04-06
68,12.73311710357666,2000-04-07
69,12.52019214630127,2000-04-10
70,12.52019214630127,2000-04-11
71,12.562776565551758,2000-04-12
72,12.477606773376465,2000-04-13
73,12.136920928955078,2000-04-14
74,11.498133659362793,2000-04-17
75,11.4129638671875,2000-04-18
76,11.498133659362793,2000-04-19
77,11.242618560791016,2000-04-20
78,11.4129638671875,2000-04-21
79,11.498133659362793,2000-04-24
80,11.157448768615723,2000-04-25
81,11.029693603515625,2000-04-26
82,10.646416664123535,2000-04-27
83,10.433491706848145,2000-04-28
84,10.220561027526855,2000-05-01
85,10.390907287597656,2000-05-02
86,10.092805862426758,2000-05-03
87,10.390907287597656,2000-05-04
88,10.901932716369629,2000-05-05
89,10.901932716369629,2000-05-08
90,10.901932716369629,2000-05-09
91,11.796235084533691,2000-05-10
92,11.200034141540527,2000-05-11
93,11.711058616638184,2000-05-12
94,11.62588882446289,2000-05-15
95,11.668474197387695,2000-05-16
96,12.349845886230469,2000-05-17
97,12.264676094055176,2000-05-18
98,13.031217575073242,2000-05-19
99,12.349845886230469,2000-05-22
100,11.62588882446289,2000-05-23
101,11.07227897644043,2000-05-24
102,11.200034141540527,2000-05-25
103,11.540719032287598,2000-05-26
104,11.583304405212402,2000-05-29
105,11.242618560791016,2000-05-30
106,11.540719032287598,2000-05-31
107,11.455549240112305,2000-06-01
108,11.498133659362793,2000-06-02
109,11.711058616638184,2000-06-05
110,11.370373725891113,2000-06-06
111,11.28520393371582,2000-06-07
112,11.28520393371582,2000-06-08
113,11.200034141540527,2000-06-09
114,10.944518089294434,2000-06-12
115,10.944518089294434,2000-06-13
116,10.944518089294434,2000-06-14
117,10.987103462219238,2000-06-15
118,10.901932716369629,2000-06-16
119,10.85934829711914,2000-06-19
120,10.987103462219238,2000-06-20
121,10.901932716369629,2000-06-21
122,10.901932716369629,2000-06-22
123,11.07227897644043,2000-06-23
124,10.944518089294434,2000-06-26
125,10.646416664123535,2000-06-27
126,10.518662452697754,2000-06-28
127,10.26314640045166,2000-06-29
128,10.135391235351562,2000-06-30
129,10.305736541748047,2000-07-03
130,10.26314640045166,2000-07-04
131,10.220561027526855,2000-07-05
132,10.220561027526855,2000-07-06
133,10.220561027526855,2000-07-07
134,10.17797565460205,2000-07-10
135,9.922466278076172,2000-07-11
136,9.62436580657959,2000-07-12
137,9.4114351272583,2000-07-13
138,9.879876136779785,2000-07-14
139,10.220561027526855,2000-07-17
140,10.05022144317627,2000-07-18
141,10.05022144317627,2000-07-19
142,10.135391235351562,2000-07-20
143,10.135391235351562,2000-07-21
144,10.05022144317627,2000-07-24
145,9.922466278076172,2000-07-25
146,9.879876136779785,2000-07-26
147,9.709535598754883,2000-07-27
148,10.135391235351562,2000-07-28
149,10.47607707977295,2000-07-31
150,10.305736541748047,2000-08-01
151,10.05022144317627,2000-08-02
152,9.794706344604492,2000-08-03
153,9.879876136779785,2000-08-04
154,9.666951179504395,2000-08-07
155,9.539196014404297,2000-08-08
156,9.879876136779785,2000-08-09
157,9.879876136779785,2000-08-10
158,9.666951179504395,2000-08-11
159,9.539196014404297,2000-08-14
160,9.539196014404297,2000-08-15
161,9.496604919433594,2000-08-16
