,high,date
0,11.754654884338379,2000-01-04
1,11.387319564819336,2000-01-05
2,11.387319564819336,2000-01-06
3,11.544748306274414,2000-01-07
4,11.492268562316895,2000-01-10
5,11.649697303771973,2000-01-11
6,11.387319564819336,2000-01-12
7,11.492268562316895,2000-01-13
8,11.492268562316895,2000-01-14
9,11.28236198425293,2000-01-17
10,11.439799308776855,2000-01-18
11,11.387319564819336,2000-01-19
12,11.702176094055176,2000-01-20
13,11.544748306274414,2000-01-21
14,11.597227096557617,2000-01-24
15,11.544748306274414,2000-01-25
16,11.754654884338379,2000-01-26
17,12.0170316696167,2000-01-27
18,12.331888198852539,2000-01-28
19,12.384366989135742,2000-01-31
20,12.174460411071777,2000-02-01
26,12.331888198852539,2000-02-09
27,12.59426498413086,2000-02-10
28,12.436845779418945,2000-02-11
29,12.751702308654785,2000-02-14
30,12.4893159866333,2000-02-15
31,12.331888198852539,2000-02-16
32,12.59426498413086,2000-02-17
33,13.014079093933105,2000-02-18
34,12.59426498413086,2000-02-21
35,13.119028091430664,2000-02-22
36,13.014079093933105,2000-02-23
37,12.804171562194824,2000-02-24
38,12.279417991638184,2000-02-25
40,12.121980667114258,2000-02-29
41,11.91208267211914,2000-03-01
42,11.964552879333496,2000-03-02
43,11.702176094055176,2000-03-03
44,11.439799308776855,2000-03-06
45,11.334840774536133,2000-03-07
46,11.28236198425293,2000-03-08
47,11.597227096557617,2000-03-09
48,11.597227096557617,2000-03-10
49,11.01998519897461,2000-03-13
50,10.652649879455566,2000-03-14
51,10.547700881958008,2000-03-15
52,10.232845306396484,2000-03-16
53,10.337794303894043,2000-03-17
54,10.022937774658203,2000-03-20
55,10.44275188446045,2000-03-21
56,11.072463989257812,2000-03-22
57,11.177412986755371,2000-03-23
58,10.91503620147705,2000-03-24
59,10.547700881958008,2000-03-27
60,10.600179672241211,2000-03-28
61,10.547700881958008,2000-03-29
62,10.652649879455566,2000-03-30
63,10.390273094177246,2000-03-31
66,10.495222091674805,2000-04-05
67,10.757608413696289,2000-04-06
68,11.01998519897461,2000-04-07
69,10.810077667236328,2000-04-10
70,10.757608413696289,2000-04-11
71,10.757608413696289,2000-04-12
72,10.91503620147705,2000-04-13
73,10.91503620147705,2000-04-14
74,10.652649879455566,2000-04-17
75,10.810077667236328,2000-04-18
76,10.810077667236328,2000-04-19
77,10.600179672241211,2000-04-20
78,10.757608413696289,2000-04-21
79,10.652649879455566,2000-04-24
80,10.285324096679688,2000-04-25
81,10.285324096679688,2000-04-26
82,10.180365562438965,2000-04-27
83,10.180365562438965,2000-04-28
85,10.075416564941406,2000-05-02
86,9.70808219909668,2000-05-03
87,9.603133201599121,2000-05-04
88,9.760560989379883,2000-05-05
89,9.760560989379883,2000-05-08
91,10.127896308898926,2000-05-10
92,9.865509986877441,2000-05-11
93,9.865509986877441,2000-05-12
94,10.127896308898926,2000-05-15
95,10.022937774658203,2000-05-16
96,10.232845306396484,2000-05-17
97,10.180365562438965,2000-05-18
98,10.232845306396484,2000-05-19
99,9.970459938049316,2000-05-22
100,9.760560989379883,2000-05-23
101,9.603133201599121,2000-05-24
102,9.760560989379883,2000-05-25
103,9.813032150268555,2000-05-26
104,9.970459938049316,2000-05-29
106,10.180365562438965,2000-05-31
107,10.180365562438965,2000-06-01
108,10.127896308898926,2000-06-02
109,10.075416564941406,2000-06-05
111,9.865509986877441,2000-06-07
112,9.917988777160645,2000-06-08
113,9.917988777160645,2000-06-09
114,9.760560989379883,2000-06-12
115,9.550654411315918,2000-06-13
116,9.550654411315918,2000-06-14
117,9.44570541381836,2000-06-15
118,9.655604362487793,2000-06-16
119,9.550654411315918,2000-06-19
120,9.550654411315918,2000-06-20
121,9.44570541381836,2000-06-21
122,9.340747833251953,2000-06-22
123,9.44570541381836,2000-06-23
124,9.44570541381836,2000-06-26
125,9.340747833251953,2000-06-27
126,9.340747833251953,2000-06-28
127,9.235797882080078,2000-06-29
128,8.973421096801758,2000-06-30
129,9.02589225769043,2000-07-03
130,9.02589225769043,2000-07-04
131,8.973421096801758,2000-07-05
132,8.920942306518555,2000-07-06
133,8.973421096801758,2000-07-07
134,9.078370094299316,2000-07-10
135,9.078370094299316,2000-07-11
136,8.920942306518555,2000-07-12
137,8.763513565063477,2000-07-13
138,9.02589225769043,2000-07-14
139,9.235797882080078,2000-07-17
140,9.235797882080078,2000-07-18
141,9.235797882080078,2000-07-19
142,9.13084888458252,2000-07-20
143,9.078370094299316,2000-07-21
144,8.973421096801758,2000-07-24
145,8.973421096801758,2000-07-25
146,8.973421096801758,2000-07-26
147,8.920942306518555,2000-07-27
148,8.973421096801758,2000-07-28
149,9.340747833251953,2000-07-31
150,9.288276672363281,2000-08-01
151,9.340747833251953,2000-08-02
152,9.235797882080078,2000-08-03
153,9.235797882080078,2000-08-04
154,9.183320045471191,2000-08-07
155,9.183320045471191,2000-08-08
156,9.235797882080078,2000-08-09
157,9.235797882080078,2000-08-10
158,9.13084888458252,2000-08-11
159,9.183320045471191,2000-08-14
160,9.183320045471191,2000-08-15
161,9.235797882080078,2000-08-16
162,9.183320045471191,2000-08-17
163,9.183320045471191,2000-08-18
164,9.39322566986084,2000-08-21
165,10.41335678100586,2000-08-22
167,10.41335678100586,2000-08-24
168,10.349871635437012,2000-08-25
169,10.349871635437012,2000-08-28
170,10.41335678100586,2000-08-29
171,10.349871635437012,2000-08-30
172,10.222872734069824,2000-08-31
173,10.159378051757812,2000-09-01
174,10.349871635437012,2000-09-04
175,10.349871635437012,2000-09-05
176,10.286368370056152,2000-09-06
177,10.286368370056152,2000-09-07
178,10.79433536529541,2000-09-08
179,10.603851318359375,2000-09-11
181,10.540355682373047,2000-09-13
182,10.603851318359375,2000-09-14
183,10.540355682373047,2000-09-15
184,10.476861000061035,2000-09-18
185,10.349871635437012,2000-09-19
186,10.41335678100586,2000-09-20
187,10.349871635437012,2000-09-21
188,10.349871635437012,2000-09-22
189,10.540355682373047,2000-09-25
190,10.476861000061035,2000-09-26
191,10.41335678100586,2000-09-27
192,10.476861000061035,2000-09-28
193,10.476861000061035,2000-09-29
194,10.222872734069824,2000-10-02
195,10.286368370056152,2000-10-03
196,10.984827995300293,2000-10-04
197,11.746783256530762,2000-10-05
198,11.556289672851562,2000-10-06
199,11.556289672851562,2000-10-09
201,11.556289672851562,2000-10-11
202,11.810277938842773,2000-10-12
203,11.556289672851562,2000-10-13
205,11.23880672454834,2000-10-17
206,11.23880672454834,2000-10-18
207,10.79433536529541,2000-10-19
208,10.921333312988281,2000-10-20
209,12.000761985778809,2000-10-23
210,12.127760887145996,2000-10-24
211,12.318244934082031,2000-10-25
212,12.508728981018066,2000-10-26
214,13.207189559936523,2000-10-30
215,13.77865219116211,2000-10-31
216,13.334178924560547,2000-11-01
217,13.77865219116211,2000-11-02
218,14.03264045715332,2000-11-03
219,13.969144821166992,2000-11-06
220,13.524673461914062,2000-11-07
221,13.270685195922852,2000-11-08
222,13.524673461914062,2000-11-09
223,13.524673461914062,2000-11-10
224,13.77865219116211,2000-11-13
225,14.096135139465332,2000-11-14
226,14.413618087768555,2000-11-15
227,13.588168144226074,2000-11-16
228,12.826211929321289,2000-11-17
229,12.572233200073242,2000-11-20
230,12.762718200683594,2000-11-21
231,13.65166187286377,2000-11-22
232,14.286627769470215,2000-11-23
233,14.286627769470215,2000-11-24
234,14.47711181640625,2000-11-27
235,14.159628868103027,2000-11-28
236,14.096135139465332,2000-11-29
237,13.969144821166992,2000-11-30
238,14.413618087768555,2000-12-01
239,14.096135139465332,2000-12-04
240,14.223123550415039,2000-12-05
241,14.731101036071777,2000-12-06
242,14.667606353759766,2000-12-07
243,14.921585083007812,2000-12-08
244,14.985078811645508,2000-12-11
245,14.731101036071777,2000-12-12
246,14.667606353759766,2000-12-13
247,14.921585083007812,2000-12-14
248,14.667606353759766,2000-12-15
249,13.588168144226074,2000-12-18
250,13.77865219116211,2000-12-19
251,13.905651092529297,2000-12-20
252,13.207189559936523,2000-12-21
253,13.270685195922852,2000-12-22
254,13.207189559936523,2000-12-25
255,13.588168144226074,2000-12-26
256,13.143694877624512,2000-12-27
257,12.826211929321289,2000-12-28
258,12.635727882385254,2000-12-29
260,14.03264045715332,2001-01-02
261,13.77865219116211,2001-01-03
262,13.969144821166992,2001-01-04
263,13.842156410217285,2001-01-05
264,14.47711181640625,2001-01-08
265,14.223123550415039,2001-01-09
266,14.159628868103027,2001-01-10
267,13.969144821166992,2001-01-11
268,13.905651092529297,2001-01-12
269,13.270685195922852,2001-01-15
270,13.77865219116211,2001-01-16
271,13.969144821166992,2001-01-17
272,13.65166187286377,2001-01-18
273,13.524673461914062,2001-01-19
274,13.524673461914062,2001-01-22
275,13.524673461914062,2001-01-23
276,13.524673461914062,2001-01-24
277,13.524673461914062,2001-01-25
278,13.524673461914062,2001-01-26
279,13.842156410217285,2001-01-29
280,13.65166187286377,2001-01-30
281,13.334178924560547,2001-01-31
282,13.397683143615723,2001-02-01
283,13.524673461914062,2001-02-02
284,13.842156410217285,2001-02-05
285,14.096135139465332,2001-02-06
286,13.969144821166992,2001-02-07
287,13.77865219116211,2001-02-08
288,13.65166187286377,2001-02-09
289,13.65166187286377,2001-02-12
290,13.524673461914062,2001-02-13
291,13.715156555175781,2001-02-14
292,13.524673461914062,2001-02-15
293,13.65166187286377,2001-02-16
294,13.207189559936523,2001-02-19
295,13.461177825927734,2001-02-20
296,13.461177825927734,2001-02-21
297,13.334178924560547,2001-02-22
298,13.270685195922852,2001-02-23
299,13.334178924560547,2001-02-26
300,13.524673461914062,2001-02-27
302,13.461177825927734,2001-03-01
303,13.588168144226074,2001-03-02
304,13.270685195922852,2001-03-05
305,13.207189559936523,2001-03-06
306,13.143694877624512,2001-03-07
307,13.080201148986816,2001-03-08
308,12.826211929321289,2001-03-09
309,12.508728981018066,2001-03-12
310,12.000761985778809,2001-03-13
311,11.873772621154785,2001-03-14
312,12.06425666809082,2001-03-15
313,12.318244934082031,2001-03-16
314,12.254751205444336,2001-03-19
315,12.000761985778809,2001-03-20
316,12.000761985778809,2001-03-21
317,12.000761985778809,2001-03-22
318,12.06425666809082,2001-03-23
319,12.127760887145996,2001-03-26
320,12.254751205444336,2001-03-27
321,12.381739616394043,2001-03-28
322,12.191255569458008,2001-03-29
323,12.127760887145996,2001-03-30
324,11.937268257141113,2001-04-02
325,11.746783256530762,2001-04-03
326,11.429301261901855,2001-04-04
328,11.68328857421875,2001-04-06
329,11.873772621154785,2001-04-09
330,11.937268257141113,2001-04-10
331,12.000761985778809,2001-04-11
332,11.937268257141113,2001-04-12
333,11.937268257141113,2001-04-13
334,12.000761985778809,2001-04-16
335,11.746783256530762,2001-04-17
336,11.746783256530762,2001-04-18
337,11.937268257141113,2001-04-19
338,11.810277938842773,2001-04-20
339,11.61978530883789,2001-04-23
340,11.61978530883789,2001-04-24
341,11.61978530883789,2001-04-25
342,11.61978530883789,2001-04-26
343,11.429301261901855,2001-04-27
344,11.429301261901855,2001-04-30
346,11.365805625915527,2001-05-02
347,10.921333312988281,2001-05-03
348,10.921333312988281,2001-05-04
349,10.730839729309082,2001-05-07
350,10.730839729309082,2001-05-08
351,10.79433536529541,2001-05-09
352,10.85783863067627,2001-05-10
353,10.921333312988281,2001-05-11
354,10.921333312988281,2001-05-14
355,10.921333312988281,2001-05-15
356,11.23880672454834,2001-05-16
357,11.048322677612305,2001-05-17
358,11.111818313598633,2001-05-18
359,11.048322677612305,2001-05-21
360,10.79433536529541,2001-05-22
361,11.048322677612305,2001-05-23
362,11.048322677612305,2001-05-24
363,10.921333312988281,2001-05-25
364,11.111818313598633,2001-05-28
365,11.048322677612305,2001-05-29
366,10.921333312988281,2001-05-30
367,10.921333312988281,2001-05-31
368,10.921333312988281,2001-06-01
369,10.79433536529541,2001-06-04
370,10.79433536529541,2001-06-05
371,10.921333312988281,2001-06-06
372,10.921333312988281,2001-06-07
373,10.85783863067627,2001-06-08
374,10.85783863067627,2001-06-11
375,10.79433536529541,2001-06-12
376,10.730839729309082,2001-06-13
377,10.603851318359375,2001-06-14
378,10.603851318359375,2001-06-15
379,10.540355682373047,2001-06-18
380,10.41335678100586,2001-06-19
381,10.222872734069824,2001-06-20
382,10.159378051757812,2001-06-21
383,10.286368370056152,2001-06-22
385,10.222872734069824,2001-06-26
386,9.84189510345459,2001-06-27
387,9.651411056518555,2001-06-28
388,9.84189510345459,2001-06-29
389,9.96888542175293,2001-07-02
390,9.714905738830566,2001-07-03
391,9.587916374206543,2001-07-04
392,9.238685607910156,2001-07-05
393,9.238685607910156,2001-07-06
394,9.143444061279297,2001-07-09
395,9.143444061279297,2001-07-10
396,8.825961112976074,2001-07-11
397,8.69897174835205,2001-07-12
398,8.984698295593262,2001-07-13
399,9.079949378967285,2001-07-16
400,8.762466430664062,2001-07-17
401,8.762466430664062,2001-07-18
402,8.032258987426758,2001-07-19
403,8.25448989868164,2001-07-20
404,8.825961112976074,2001-07-23
405,9.079949378967285,2001-07-24
406,9.01644515991211,2001-07-25
407,9.587916374206543,2001-07-26
408,10.222872734069824,2001-07-27
410,9.778401374816895,2001-07-31
411,9.714905738830566,2001-08-01
412,9.524412155151367,2001-08-02
413,9.84189510345459,2001-08-03
414,10.032388687133789,2001-08-06
415,10.68641471862793,2001-08-07
416,11.049894332885742,2001-08-08
417,10.759115219116211,2001-08-09
418,10.650070190429688,2001-08-10
419,11.195294380187988,2001-08-13
420,11.922252655029297,2001-08-14
421,12.721921920776367,2001-08-15
422,13.085400581359863,2001-08-16
423,13.23080062866211,2001-08-17
424,12.940011978149414,2001-08-20
425,12.576532363891602,2001-08-21
426,12.649222373962402,2001-08-22
427,12.50383186340332,2001-08-23
428,12.431132316589355,2001-08-24
429,12.576532363891602,2001-08-27
430,12.213043212890625,2001-08-28
431,12.649222373962402,2001-08-29
432,13.30350112915039,2001-08-30
433,13.376191139221191,2001-08-31
434,13.085400581359863,2001-09-03
435,12.140342712402344,2001-09-04
436,12.213043212890625,2001-09-05
437,12.431132316589355,2001-09-06
438,12.067652702331543,2001-09-07
439,11.922252655029297,2001-09-10
440,12.140342712402344,2001-09-11
442,11.049894332885742,2001-09-13
443,10.759115219116211,2001-09-14
447,9.95944595336914,2001-09-20
448,9.305176734924316,2001-09-21
450,8.868996620178223,2001-09-25
451,8.469162940979004,2001-09-26
452,8.36011791229248,2001-09-27
455,8.214728355407715,2001-10-02
456,7.8512492179870605,2001-10-03
457,7.487759113311768,2001-10-04
458,7.23332405090332,2001-10-05
459,6.978879928588867,2001-10-08
460,6.76078987121582,2001-10-09
462,7.087924957275391,2001-10-11
463,7.560459136962891,2001-10-12
464,7.4150590896606445,2001-10-15
465,7.487759113311768,2001-10-16
466,7.524104118347168,2001-10-17
467,7.887594223022461,2001-10-18
468,8.396472930908203,2001-10-19
469,8.36011791229248,2001-10-22
