,high
2001-10-15 09:00:00,38.5653190612793
2001-10-16 09:00:00,38.915462493896484
2001-10-17 09:00:00,41.36981201171875
2001-10-18 09:00:00,41.72062683105469
2001-10-19 09:00:00,41.36981201171875
2001-10-22 09:00:00,41.36981201171875
2001-10-23 09:00:00,41.72062683105469
2001-10-24 09:00:00,43.12253952026367
2001-10-25 09:00:00,44.17430877685547
2001-10-26 09:00:00,44.87593460083008
2001-10-29 09:00:00,46.97947311401367
2001-10-30 09:00:00,45.22607421875
2001-10-31 09:00:00,43.82416534423828
2001-11-01 09:00:00,43.82416534423828
2001-11-02 09:00:00,44.87593460083008
2001-11-05 09:00:00,45.57688903808594
2001-11-06 09:00:00,47.329612731933594
2001-11-07 09:00:00,47.329612731933594
2001-11-08 09:00:00,48.73219680786133
2001-11-09 09:00:00,47.329612731933594
2001-11-12 09:00:00,48.381385803222656
2001-11-13 09:00:00,47.68042755126953
2001-11-14 09:00:00,50.485595703125
2001-11-15 09:00:00,52.238319396972656
2001-11-16 09:00:00,55.04281234741211
2001-11-19 09:00:00,55.74443817138672
2001-11-20 09:00:00,55.04281234741211
2001-11-21 09:00:00,52.939273834228516
2001-11-22 09:00:00,52.589134216308594
2001-11-23 09:00:00,52.238319396972656
2001-11-26 09:00:00,52.238319396972656
2001-11-27 09:00:00,55.39362716674805
2001-11-28 09:00:00,54.69267272949219
2001-11-29 09:00:00,51.18655014038086
2001-11-30 09:00:00,52.589134216308594
2001-12-03 09:00:00,54.34185791015625
2001-12-04 09:00:00,55.39362716674805
2001-12-05 09:00:00,58.54893493652344
2001-12-06 09:00:00,62.40519714355469
2001-12-07 09:00:00,62.40519714355469
2001-12-10 09:00:00,61.0032844543457
2001-12-11 09:00:00,60.301658630371094
2001-12-12 09:00:00,63.10682678222656
2001-12-13 09:00:00,62.756011962890625
2001-12-14 09:00:00,58.899749755859375
2001-12-17 09:00:00,58.1981201171875
2001-12-18 09:00:00,58.899749755859375
2001-12-19 09:00:00,60.65247344970703
2001-12-20 09:00:00,60.301658630371094
2001-12-21 09:00:00,57.84798049926758
2001-12-24 09:00:00,57.49716567993164
2001-12-25 09:00:00,58.899749755859375
2001-12-26 09:00:00,59.2498893737793
2001-12-27 09:00:00,59.600704193115234
2001-12-28 09:00:00,59.951515197753906
2001-12-31 09:00:00,62.40519714355469
2002-01-01 09:00:00,61.35342788696289
2002-01-02 09:00:00,61.70424270629883
2002-01-03 09:00:00,60.301658630371094
2002-01-04 09:00:00,62.756011962890625
2002-01-07 09:00:00,65.21036529541016
2002-01-08 09:00:00,64.50873565673828
2002-01-09 09:00:00,65.21036529541016
2002-01-10 09:00:00,64.50873565673828
2002-01-11 09:00:00,63.456966400146484
2002-01-14 09:00:00,61.70424270629883
2002-01-15 09:00:00,62.055057525634766
2002-01-16 09:00:00,61.70424270629883
2002-01-17 09:00:00,59.600704193115234
2002-01-18 09:00:00,60.65247344970703
2002-01-21 09:00:00,63.456966400146484
2002-01-22 09:00:00,65.21036529541016
2002-01-23 09:00:00,64.50873565673828
2002-01-24 09:00:00,63.80778121948242
2002-01-25 09:00:00,64.85955047607422
2002-01-28 09:00:00,64.85955047607422
2002-01-29 09:00:00,63.80778121948242
2002-01-30 09:00:00,61.70424270629883
2002-01-31 09:00:00,61.0032844543457
2002-02-01 09:00:00,61.0032844543457
2002-02-04 09:00:00,61.0032844543457
2002-02-05 09:00:00,60.301658630371094
2002-02-06 09:00:00,61.35342788696289
2002-02-07 09:00:00,60.65247344970703
2002-02-08 09:00:00,60.65247344970703
2002-02-11 09:00:00,60.65247344970703
2002-02-12 09:00:00,60.65247344970703
2002-02-13 09:00:00,60.65247344970703
2002-02-14 09:00:00,60.65247344970703
2002-02-15 09:00:00,60.65247344970703
2002-02-18 09:00:00,62.40519714355469
2002-02-19 09:00:00,61.70424270629883
2002-02-20 09:00:00,58.899749755859375
2002-02-21 09:00:00,58.54893493652344
2002-02-22 09:00:00,57.49716567993164
2002-02-25 09:00:00,58.1981201171875
2002-02-26 09:00:00,57.84798049926758
2002-02-27 09:00:00,57.84798049926758
2002-02-28 09:00:00,57.49716567993164
2002-03-01 09:00:00,57.84798049926758
2002-03-04 09:00:00,60.65247344970703
2002-03-05 09:00:00,64.50873565673828
2002-03-06 09:00:00,66.26213073730469
2002-03-07 09:00:00,66.61227416992188
2002-03-08 09:00:00,66.26213073730469
2002-03-11 09:00:00,68.36566925048828
2002-03-12 09:00:00,67.6640396118164
2002-03-13 09:00:00,67.31390380859375
2002-03-14 09:00:00,65.21036529541016
2002-03-15 09:00:00,64.50873565673828
2002-03-18 09:00:00,64.1585922241211
2002-03-19 09:00:00,64.50873565673828
2002-03-20 09:00:00,67.31390380859375
2002-03-21 09:00:00,66.61227416992188
2002-03-22 09:00:00,67.31390380859375
2002-03-25 09:00:00,67.6640396118164
2002-03-26 09:00:00,66.96308898925781
2002-03-27 09:00:00,66.96308898925781
2002-03-28 09:00:00,66.61227416992188
2002-03-29 09:00:00,68.36566925048828
2002-04-01 09:00:00,68.01485443115234
2002-04-02 09:00:00,68.36566925048828
2002-04-03 09:00:00,66.96308898925781
2002-04-04 09:00:00,66.61227416992188
2002-04-05 09:00:00,64.85955047607422
2002-04-08 09:00:00,64.85955047607422
2002-04-09 09:00:00,64.50873565673828
2002-04-10 09:00:00,63.80778121948242
2002-04-11 09:00:00,63.80778121948242
2002-04-12 09:00:00,64.50873565673828
2002-04-15 09:00:00,64.85955047607422
2002-04-16 09:00:00,65.21036529541016
2002-04-17 09:00:00,68.01485443115234
2002-04-18 09:00:00,68.01485443115234
2002-04-19 09:00:00,66.61227416992188
2002-04-22 09:00:00,66.26213073730469
2002-04-23 09:00:00,65.91131591796875
2002-04-24 09:00:00,66.96308898925781
2002-04-25 09:00:00,65.56050872802734
2002-04-26 09:00:00,64.50873565673828
2002-04-29 09:00:00,63.10682678222656
2002-04-30 09:00:00,62.055057525634766
2002-05-01 09:00:00,61.35342788696289
2002-05-02 09:00:00,61.70424270629883
2002-05-03 09:00:00,59.600704193115234
2002-05-06 09:00:00,57.49716567993164
2002-05-07 09:00:00,57.84798049926758
2002-05-08 09:00:00,58.899749755859375
2002-05-09 09:00:00,61.35342788696289
2002-05-10 09:00:00,61.0032844543457
2002-05-13 09:00:00,60.301658630371094
2002-05-14 09:00:00,61.0032844543457
2002-05-15 09:00:00,63.456966400146484
2002-05-16 09:00:00,62.40519714355469
2002-05-17 09:00:00,62.756011962890625
2002-05-20 09:00:00,62.40519714355469
2002-05-21 09:00:00,61.35342788696289
2002-05-22 09:00:00,62.40519714355469
2002-05-23 09:00:00,61.35342788696289
2002-05-24 09:00:00,61.70424270629883
2002-05-27 09:00:00,61.0032844543457
2002-05-28 09:00:00,61.35342788696289
2002-05-29 09:00:00,59.951515197753906
2002-05-30 09:00:00,60.65247344970703
2002-05-31 09:00:00,60.301658630371094
2002-06-03 09:00:00,59.600704193115234
2002-06-04 09:00:00,57.84798049926758
2002-06-05 09:00:00,57.84798049926758
2002-06-06 09:00:00,57.1463508605957
2002-06-07 09:00:00,53.64090347290039
2002-06-10 09:00:00,53.29008865356445
2002-06-11 09:00:00,53.29008865356445
2002-06-12 09:00:00,51.88750457763672
2002-06-13 09:00:00,53.29008865356445
2002-06-14 09:00:00,52.939273834228516
2002-06-17 09:00:00,53.29008865356445
2002-06-18 09:00:00,53.29008865356445
2002-06-19 09:00:00,54.3772087097168
2002-06-20 09:00:00,52.83436584472656
2002-06-21 09:00:00,54.3772087097168
2002-06-24 09:00:00,53.22026062011719
2002-06-25 09:00:00,54.76236343383789
2002-06-26 09:00:00,53.22026062011719
2002-06-27 09:00:00,52.44847106933594
2002-06-28 09:00:00,52.83436584472656
2002-07-01 09:00:00,52.44847106933594
2002-07-02 09:00:00,51.291526794433594
2002-07-03 09:00:00,49.363529205322266
2002-07-04 09:00:00,50.134578704833984
2002-07-05 09:00:00,51.67742156982422
2002-07-08 09:00:00,55.148258209228516
2002-07-09 09:00:00,55.148258209228516
2002-07-10 09:00:00,54.3772087097168
2002-07-11 09:00:00,52.83436584472656
2002-07-12 09:00:00,54.76236343383789
2002-07-15 09:00:00,54.76236343383789
2002-07-16 09:00:00,54.76236343383789
2002-07-17 09:00:00,52.83436584472656
2002-07-18 09:00:00,51.291526794433594
2002-07-19 09:00:00,47.82068634033203
2002-07-22 09:00:00,46.66373825073242
2002-07-23 09:00:00,47.82068634033203
